Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/owners,11562,11272,2,6.911829366372193,0.5726130000311969,777.887125999996,6575.288877356858,38.667962934999586,37.698086680791846,2,2,2,2,3,3,90,150,680,730,780
POST,/owners,2907,2842,2,2.6912916928118413,0.7672740000543854,396.20367100019394,2.7939456484348124,9.72217334821344,9.504787291235845,2,2,2,2,3,4,5,7,280,400,400
GET,/owners/1,865,846,2,3.288882974566202,0.7953700001053221,365.7724669999425,4.590751445086705,2.8929067582403256,2.8293631415853358,2,2,2,2,3,3,4,8,370,370,370
GET,/owners/10,880,859,2,2.6942716613578197,0.8525270000063756,382.54141800007346,6.992045454545455,2.9430727713890015,2.872840352980855,2,2,2,2,3,3,4,5,380,380,380
GET,/owners/2,894,872,2,2.722043512304629,0.8272609998130065,347.2781750001559,5.266219239373601,2.9898943836610994,2.9163175643763743,2,2,2,2,3,3,5,9,350,350,350
GET,/owners/3,915,890,2,3.076723770492392,0.8287919999929727,439.8710810000921,7.950819672131147,3.060126802069246,2.976516780154786,2,2,2,2,3,3,4,7,440,440,440
GET,/owners/4,879,855,2,2.956567641639821,0.6910020001669182,357.65754699991703,5.679180887372014,2.939728370512423,2.8594627494745413,2,2,2,2,3,3,5,9,360,360,360
GET,/owners/5,864,842,2,3.4141147928218523,0.7871960001466505,404.84458800005996,5.372685185185185,2.8895623573637472,2.815985538079022,2,2,2,2,3,3,4,18,400,400,400
GET,/owners/6,862,842,2,2.1092705301584944,0.7176019998951233,86.23901700002534,6.566125290023201,2.88287355561059,2.815985538079022,2,2,2,2,3,3,4,8,86,86,86
GET,/owners/7,866,843,2,3.487305077367387,0.8304680000037479,488.35904499992466,5.364896073903003,2.896251159116904,2.8193299389556006,2,2,2,2,3,3,4,7,490,490,490
GET,/owners/8,896,866,2,2.8366234330377944,0.8639229999971576,393.5544959999788,6.997767857142857,2.996583185414256,2.896251159116904,2,2,2,2,3,3,5,9,390,390,390
GET,/owners/9,857,832,2,2.8972572368732927,0.797578000174326,365.3599320000467,6.301050175029172,2.866151551227698,2.782541529313238,2,2,2,2,3,4,5,8,370,370,370
GET,/vets,5801,0,4,4.328911279952409,2.063830999986749,71.79363199998079,653.0,19.40086948503136,0.0,4,4,5,5,5,6,7,9,26,72,72
,Aggregated,29048,22661,2,4.775753992873773,0.5726130000311969,777.887125999996,2749.703318645001,97.14815666284969,75.78746826414337,2,2,3,4,4,5,7,88,450,730,780
