Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/owners,5887,0,55,55.72363701443958,21.347948000084216,253.02873199984788,166762.90487514864,9.822665885070741,0.0,55,62,65,67,73,80,89,94,130,250,250
POST,/owners,1421,0,3,3.3151452146337013,1.071406000164643,28.613937999807604,124.5981703026038,2.370988317086041,0.0,3,3,4,4,4,5,8,8,21,29,29
GET,/owners/1,393,0,3,2.657925905855417,1.1308959999496437,15.789822999977332,209.0,0.6557342777021915,0.0,3,3,3,3,3,4,4,5,16,16,16
GET,/owners/10,439,0,3,2.6658133917992353,1.0880359998282074,7.609123000065665,293.0,0.7324868903594455,0.0,3,3,3,3,3,4,5,6,8,8,8
GET,/owners/2,459,0,3,2.639297843133877,0.9482269999807613,8.20718099998885,214.0,0.7658575915147733,0.0,3,3,3,3,3,4,5,7,8,8,8
GET,/owners/3,471,0,3,2.7728519745218145,1.1628760000803595,41.37603499998477,291.0,0.7858800122079699,0.0,3,3,3,3,4,4,4,6,41,41,41
GET,/owners/4,448,0,3,2.8330233973219117,1.1651350000647653,82.86999999995714,208.0,0.7475037058793429,0.0,3,3,3,3,3,4,4,7,83,83,83
GET,/owners/5,450,0,3,2.6381612844486173,1.1774740000873862,22.024526999985028,211.0,0.7508407759948758,0.0,3,3,3,3,3,4,4,6,22,22,22
GET,/owners/6,456,0,3,2.615798576746698,1.0365789999013941,6.453568000097221,283.0,0.7608519863414741,0.0,3,3,3,3,4,4,4,6,6,6,6
GET,/owners/7,429,0,3,2.603672799527843,1.0927580001407478,9.150675000000774,202.0,0.7158015397817815,0.0,3,3,3,3,3,4,4,5,9,9,9
GET,/owners/8,473,0,3,2.65308512262938,0.9860300001491851,10.699604000137697,209.0,0.7892170823235027,0.0,3,3,3,3,3,4,5,7,11,11,11
GET,/owners/9,484,0,3,2.6143281611575544,0.9208930000568216,11.707518000093842,216.0,0.807570967958933,0.0,3,3,3,3,3,4,4,5,12,12,12
GET,/vets,2870,0,4,3.6451637174249902,1.6246699999555858,25.836788000106026,653.0,4.788695615789541,0.0,4,4,4,4,4,5,5,6,9,26,26
,Aggregated,14680,0,4,24.198650627248593,0.9208930000568216,253.02873199984788,67087.03521798365,24.494094648010613,0.0,4,40,50,55,65,72,81,87,110,250,250
