Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/owners,5872,1772,42,37.41250745776223,0.4982370001016534,930.585068000255,94680.78542234332,9.796220660589393,2.956216452752794,42,49,53,55,61,69,77,86,750,930,930
POST,/owners,1440,437,3,3.6556936076477893,0.5199569995966158,374.45187399953284,86.69930555555555,2.402342941288952,0.7290443509328278,3,3,4,4,4,5,7,14,190,370,370
GET,/owners/1,404,142,2,4.1057365198263716,0.6230389999473118,317.1554529999412,135.53960396039605,0.6739906585282893,0.23689770671043833,2,3,3,3,4,4,6,10,320,320,320
GET,/owners/10,468,147,2,3.479395420962312,0.5871129997103708,248.72703599976376,200.96794871794873,0.7807614559189094,0.24523917525658054,2,3,3,3,3,4,7,40,250,250,250
GET,/owners/2,444,121,2,5.275888099100763,0.6261850003284053,562.2452020006676,155.68018018018017,0.7407224068974269,0.20186353881664112,2,3,3,3,3,4,9,17,560,560,560
GET,/owners/3,417,121,2,4.027324887273143,0.7105720005711191,657.6763149996623,206.5611510791367,0.695678476748259,0.20186353881664112,2,3,3,3,3,4,5,7,660,660,660
GET,/owners/4,454,143,2,3.4021783656815403,0.5521170005522436,366.8208710005274,142.48458149779736,0.7574053439897113,0.23856600041966677,2,3,3,3,3,4,5,12,370,370,370
GET,/owners/5,459,134,2,3.935015736390325,0.6742440000380157,685.5426829997668,149.400871459695,0.7657468125358535,0.22355135703661083,2,3,3,3,3,4,5,6,690,690,690
GET,/owners/6,499,156,2,3.039568008018673,0.6651670000792365,227.17726599967136,194.52705410821645,0.8324785609049911,0.2602538186396365,2,3,3,3,3,4,5,10,230,230,230
GET,/owners/7,428,115,2,3.607795128471344,0.5048900002293522,415.2101579993541,147.72429906542055,0.7140297075497719,0.19185377656127048,2,3,3,3,3,4,5,9,420,420,420
GET,/owners/8,434,114,2,2.667620834084785,0.703979000718391,86.73877300043387,154.10138248847926,0.7240394698051426,0.19018548285204204,2,3,3,3,3,4,5,6,87,87,87
GET,/owners/9,468,144,2,3.341954820507065,0.47435200031031854,279.4600540000829,149.53846153846155,0.7807614559189094,0.24023429412889521,2,3,3,3,3,4,5,12,280,280,280
GET,/vets,3049,296,4,4.206028169242341,0.45559800037153764,557.9562350003471,589.606100360774,5.086627519437511,0.49381493793161796,4,4,4,4,5,5,6,10,170,560,560
,Aggregated,14836,3842,3,17.13514492653174,0.45559800037153764,930.585068000255,37653.18273119439,24.75080547011312,6.409584430855663,3,4,36,42,53,60,70,77,560,910,930
